Node_ID,Lat,Lon
394,21.0048192,105.8521798
395,21.0070348,105.8531008
396,21.0095066,105.8656475
397,21.0165887,105.8483786
398,21.0232133,105.8564593
399,21.0071557,105.8423888
400,21.0112198,105.8658363
401,21.0134442,105.8593572
402,21.0190292,105.8567175
403,21.0090606,105.8559752
404,21.0147101,105.8590371
405,21.0099851,105.8465362
406,21.009725,105.8615541
407,21.011229,105.8580342
408,21.004451,105.8436283
409,21.0113761,105.8492061
410,21.0095948,105.857099
411,21.01321,105.8642667
412,21.01172,105.8627139
413,21.0185753,105.8506491
414,21.0160981,105.8413683
415,21.0158599,105.8650573
416,21.023309,105.8624086
417,21.0153844,105.8541193
418,21.0044611,105.8560523
419,21.0154639,105.8566949
420,21.0135956,105.8601202
421,21.0169064,105.8618741
422,21.0057573,105.8621709
423,21.0233604,105.8616184
424,21.0159859,105.855247
425,21.0144036,105.8654278
426,21.0043843,105.8562415
427,21.0082585,105.8512596
428,21.0056295,105.8638524
429,21.0091645,105.8403669
430,21.0049256,105.848459
431,21.0158713,105.8483158
432,21.0134602,105.8390431
433,21.0191676,105.839101
434,21.0045747,105.8485636
435,21.0132602,105.8486687
436,21.0111736,105.8559902
437,21.0135674,105.8510471
438,21.0166391,105.8576578
439,21.0071936,105.8489585
440,21.011969,105.8662727
441,21.0195542,105.84971
442,21.0103583,105.8644658
443,21.0201587,105.8458252
444,21.0299614,105.8598143
445,21.0115338,105.8631021
446,21.008539,105.8521632
447,21.0044477,105.8642232
448,21.0056367,105.8654951
449,21.0179698,105.8392531
450,21.0178514,105.8570046
451,21.0061817,105.8417768
452,21.0137324,105.8578233
453,21.0150288,105.8504278
454,21.0148886,105.840273
455,21.0036936,105.8509756
456,21.0188189,105.8503371
